dataset_id,Data providers,Contact Organizations,Total Occurrences
55fe88ac-f76a-40c5-b529-037b460a5771,"['Vlaams Instituut voor de Zee', 'Christian-Albrechts-University Kiel Leibniz Institute of Marine Sciences']","['Christian-Albrechts-University Kiel Leibniz Institute of Marine Sciences', 'Flanders Marine Institute (VLIZ)', 'Flanders Marine Institute (VLIZ)']",26644
38535a43-2982-4479-88c1-8303f7ee8665,['Vlaams Instituut voor de Zee'],"['Flanders Marine Institute (VLIZ)', 'Flanders Marine Institute (VLIZ)', 'Flanders Marine Institute (VLIZ)']",294255
b58d5ca0-1af8-48b3-993d-6c89742bb0d2,['Vlaams Instituut voor de Zee'],"['Flanders Marine Institute (VLIZ)', 'Flanders Marine Institute (VLIZ)', 'Flanders Marine Institute (VLIZ)']",302964
72f1ab78-1fc3-493d-943f-8e16c6112f26,"['Vlaams Instituut voor de Zee', 'Alfred Wegener Institute for Polar- and Marine Research']","['Alfred Wegener Institute for Polar- and Marine Research', 'Flanders Marine Institute (VLIZ)', 'Flanders Marine Institute (VLIZ)']",43341
488f7e7c-1c38-468c-b11a-843c55b4ab01,"['Vlaams Instituut voor de Zee', 'Christian-Albrechts-University Kiel']","['Christian-Albrechts-University Kiel', 'Flanders Marine Institute (VLIZ)', 'Flanders Marine Institute (VLIZ)']",46127
b57da4f6-58ad-4f0b-be57-69fe7c0d8a6c,"['The Marine Biological Association of the United Kingdom', 'Centre for Environment, Fisheries and Aquaculture Science']","['Centre for Environment, Fisheries and Aquaculture Science', 'Centre for Environment, Fisheries and Aquaculture Science', 'Marine Biological Association of the UK', 'Centre for Environment, Fisheries and Aquaculture Science', 'Centre for Environment, Fisheries and Aquaculture Science', 'Marine Biological Association of the UK']",177
6cd4445d-5d99-420b-98bf-2649b6731f0c,"['Vlaams Instituut voor de Zee', 'Eberhard Karls University of Tübingen']","['Eberhard Karls University of Tübingen', 'Eberhard Karls University of Tübingen', 'Flanders Marine Institute (VLIZ)', 'Eberhard Karls University of Tübingen']",66661
e69a5cc7-2c7d-4ef7-8662-a68a326bddad,"['Vlaams Instituut voor de Zee', 'Technical University of Valencia; Department of Transportation Infrastructures and Engineering']","['Technical University of Valencia; Department of Transportation Infrastructures and Engineering', 'Technical University of Valencia; Department of Transportation Infrastructures and Engineering', 'Flanders Marine Institute (VLIZ)', 'Technical University of Valencia; Department of Transportation Infrastructures and Engineering']",24125
fb706b08-4826-485e-abfa-cd96905d8e3e,"['Vlaams Instituut voor de Zee', 'Koninklijk Nederlands Instituut voor Onderzoek der Zee, Yerseke']","['Koninklijk Nederlands Instituut voor Onderzoek der Zee; NIOZ Yerseke; Afdeling Ecosysteem Studies', 'Koninklijk Nederlands Instituut voor Onderzoek der Zee NIOZ Yerseke', 'Koninklijk Nederlands Instituut voor Onderzoek der Zee; NIOZ Yerseke; Afdeling Ecosysteem Studies', 'Flanders Marine Institute (VLIZ)', 'Koninklijk Nederlands Instituut voor Onderzoek der Zee NIOZ Yerseke']",1011
bdf60768-eed9-4ef1-9eb8-7eccaf36330b,[' National Biodiversity Data Centre'],"['National Biodiversity Data Centre', 'National Biodiversity Data Centre', 'National Biodiversity Data Centre']",7648
48f832cb-d71f-4ba9-b711-3b8c6559f5db,"['Vlaams Instituut voor de Zee', 'Koninklijk Nederlands Instituut voor Onderzoek der Zee, Yerseke']","['Koninklijk Nederlands Instituut voor Onderzoek der Zee; NIOZ Yerseke; Afdeling Ecosysteem Studies', 'Koninklijk Nederlands Instituut voor Onderzoek der Zee NIOZ Yerseke', 'Koninklijk Nederlands Instituut voor Onderzoek der Zee; NIOZ Yerseke; Afdeling Ecosysteem Studies', 'Flanders Marine Institute (VLIZ)', 'Koninklijk Nederlands Instituut voor Onderzoek der Zee NIOZ Yerseke']",950
ab92fefd-8de6-4f37-8493-c1d168c0f10c,"['Vlaams Instituut voor de Zee', 'Universiteit Gent, Faculteit Wetenschap']","['Universiteit Gent; Faculteit Wetenschappen', 'Universiteit Gent; Faculteit Wetenschappen', 'Universiteit Gent; Faculteit Wetenschappen', 'Vlaams Instituut voor de Zee', 'Flanders Marine Institute (VLIZ)', 'Vlaams Instituut voor de Zee']",74
ee924936-1a03-400d-a21d-16a2a4587bda,"['Istituto Nazionale di Oceanografia e di Geofisica Sperimentale, Trieste']","['National Institute of Oceanography and Experimental Geophysics', 'National Institute of Oceanography and Experimental Geophysics', 'National Institute of Oceanography and Experimental Geophysics', 'National Institute of Oceanography and Experimental Geophysics', 'National Institute of Oceanography and Experimental Geophysics', 'National Institute of Oceanography and Experimental Geophysics']",374
0ce9f203-e88a-4067-a914-328f4370eddf,"['Vlaams Instituut voor de Zee', 'Universiteit Gent, Marine Biology research group']","['Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie Onderzoeksgroep Mariene Biologie', 'Vlaams Instituut voor de Zee', 'Flanders Marine Institute (VLIZ)', 'Vlaams Instituut voor de Zee']",382
661f9545-3547-4dea-b3f6-533e3295b2a9,"['The Marine Biological Association of the United Kingdom', 'The Natural History Museum']","['Natural History Museum', 'Natural History Museum', 'Marine Biological Association of the UK', 'Natural History Museum', 'Marine Biological Association of the UK']",1299
8fbd11e6-7899-4a34-bc50-a1620ac7d5c5,['Institute of Oceanography and  Fisheries Croatia'],"['Institute of Oceanography and Fisheries', 'Institute of Oceanography and Fisheries', 'Institute of Oceanography and Fisheries', 'Institute of Oceanography and Fisheries']",253
faa8ba52-0bdd-4fbf-ba2c-054aadaff072,"['Vlaams Instituut voor de Zee', 'University of León', 'University of León; Faculty of Sciences']","['University of León; Faculty of Sciences', 'University of León', 'Flanders Marine Institute (VLIZ)']",155
58e9b3ef-bac2-4a72-abec-c959e0f0d914,"['Vlaams Instituut voor de Zee', 'Koninklijk Nederlands Instituut voor Onderzoek der Zee, Yerseke', 'Koninklijk Nederlands Instituut voor Onderzoek der Zee, Yerseke — Afdeling Ecosysteem Studies']","['Koninklijk Nederlands Instituut voor Onderzoek der Zee; NIOZ Yerseke; Afdeling Ecosysteem Studies', 'Koninklijk Nederlands Instituut voor Onderzoek der Zee; NIOZ Yerseke Afdeling Ecosysteem Studies', 'Koninklijk Nederlands Instituut voor Onderzoek der Zee; NIOZ Yerseke; Afdeling Ecosysteem Studies', 'Flanders Marine Institute (VLIZ)', 'Koninklijk Nederlands Instituut voor Onderzoek der Zee NIOZ Yerseke']",1583
a27cc4b4-755f-44f4-ae3d-c2dc31a1d80e,"['Vlaams Instituut voor de Zee', 'Kenya Marine and Fisheries Research Institute', 'Western Australia Museum']","['Western Australia Museum', 'Western Australia Museum', 'Vlaams Instituut voor de Zee', 'Kenya Marine and Fisheries Research Institute Mombasa Centre', 'Vlaams Instituut voor de Zee', 'Kenya Marine and Fisheries Research Institute']",228
cec1a388-fde3-4cf4-9cba-22419f0fa5e8,"['Vlaams Instituut voor de Zee', 'National Academy of Sciences of Ukraine , Institute of Marine Biology', 'Ukrainian scientific center of Ecology of Sea']","['Ukrainian scientific center of Ecology of Sea', 'National Academy of Sciences of Ukraine; Insitute of Marine Biology', 'Ukrainian scientific center of Ecology of Sea', 'Flanders Marine Institute (VLIZ)']",189
64f3e2d5-9e2c-4e18-ad50-3847d62152db,"['Vlaams Instituut voor de Zee', 'Alfred Wegener Institute for Polar- and Marine Research']","['Alfred Wegener Institute for Polar- and Marine Research', 'Flanders Marine Institute (VLIZ)', 'Flanders Marine Institute (VLIZ)']",1438
f4db072d-b163-4e58-acf5-1d1a6b4ddbb2,"['Instituto Português do Mar e da Atmosfera, I. P.']","['Portuguese Institute of the Sea and Atmosphere', 'Portuguese Institute of the Sea and Atmosphere', 'Portuguese Institute of the Sea and Atmosphere', 'Portuguese Institute of the Sea and Atmosphere', 'Portuguese Institute of the Sea and Atmosphere']",1152
f6b3560e-98f1-48c6-902f-67c141d802f4,"['Vlaams Instituut voor de Zee', 'Russian Academy of Sciences; P. P. Shirshov Institute of Oceanology']","['Russian Academy of Sciences; P. P. Shirshov Institute of Oceanology', 'Russian Academy of Sciences; P. P. Shirshov Institute of Oceanology', 'Flanders Marine Institute (VLIZ)']",679
4cfae7c6-13a8-4ed4-9a91-3ea4aa64c3c3,"['Vlaams Instituut voor de Zee', 'National Institute of Biology; Marine Biological Station Piran']","['National Institute of Biology; Marine Biological Station Piran', 'National Institute of Biology; Marine Biological Station Piran', 'National Institute of Biology; Marine Biological Station Piran', 'Flanders Marine Institute (VLIZ)', 'National Institute of Biology; Marine Biological Station Piran']",4772
43160982-1b7f-4391-b5c9-10ad9c8385fb,"['Vlaams Instituut voor de Zee', 'Universiteit Gent, Faculteit Wetenschap']","['Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie', 'Vlaams Instituut voor de Zee', 'Flanders Marine Institute (VLIZ)', 'Vlaams Instituut voor de Zee']",108
dde3f81b-dc2f-4fb0-92de-a56fcdf6c63d,"['Vlaams Instituut voor de Zee', 'Università Politecnica delle Marche']","['Polytechnic University of Marche; Faculty of Sciences; Department of Marine Sciences', 'Polytechnic University of Marche; Faculty of Sciences Department of Marine Sciences', 'Polytechnic University of Marche; Faculty of Sciences; Department of Marine Sciences', 'Flanders Marine Institute (VLIZ)', 'Polytechnic University of Marche; Faculty of Sciences Department of Marine Sciences', 'Polytechnic University of Marche; Faculty of Sciences; Department of Marine Sciences', 'Polytechnic University of Marche; Faculty of Sciences; Department of Marine Sciences']",425
46d695ea-ee18-4e39-a4ee-81065beab06b,"['Vlaams Instituut voor de Zee', 'Universiteit Gent, Marine Biology research group', 'Kenya Marine and Fisheries Research Institute']","['Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie Onderzoeksgroep Mariene Biologie', 'Vlaams Instituut voor de Zee', 'Kenya Marine and Fisheries Research Institute Mombasa Centre', 'Vlaams Instituut voor de Zee', 'Kenya Marine and Fisheries Research Institute']",865
016d49a4-1b0d-47a0-8b6f-38c9cfc68c8c,"['The Marine Biological Association of the United Kingdom', 'Agri-Food and Biosciences Institute']","['Agri-Food and Biosciences Institute', 'Agri-Food and Biosciences Institute', 'Agri-Food and Biosciences Institute', 'Agri-Food and Biosciences Institute', 'Marine Biological Association of the UK']",3751
747eedb6-dca9-4c9a-849d-618bffeaa18f,"['Hellenic Centre for Marine Research - Institute of Marine Biology, Biotechnology and Aquaculture', 'Hellenic Centre for Marine Research, Crete']","['Hellenic Centre for Marine Research; Institute of Marine Biology, Biotechnology and Aquaculture', 'Hellenic Centre for Marine Research', 'Hellenic Centre for Marine Research', 'Hellenic Centre for Marine Research; Institute of Marine Biology, Biotechnology and Aquaculture']",2670
53092237-536e-4ad2-bb28-00fc467dbd26,"['Vlaams Instituut voor de Zee', 'National Research and Development Institute for Marine Geology and Geoecology']","['National Research and Development Institute for Marine Geology and Geoecology', 'National Research and Development Institute for Marine Geology and Geoecology', 'National Research and Development Institute for Marine Geology and Geoecology', 'National Research and Development Institute for Marine Geology and Geoecology', 'Flanders Marine Institute (VLIZ)']",983
e09c824c-cbd8-4529-b382-5306b2b3a875,"['Vlaams Instituut voor de Zee', 'Instituto Español de Oceanografía – Centro Oceanográfico de Baleares', 'Universitat de les Illes Balears', 'Spanish Ministry of Economy and Competiveness; Instituto Español de Oceanografía Centro Oceanográfico de Baleares']","['Spanish Ministry of Economy and Competiveness; Instituto Español de Oceanografía; Centro Oceanográfico de Baleares', 'Spanish Ministry of Economy and Competiveness; Instituto Español de Oceanografía; Centro Oceanográfico de Baleares', 'Flanders Marine Institute (VLIZ)', 'Spanish Ministry of Economy and Competiveness; Instituto Español de Oceanografía Centro Oceanográfico de Baleares', 'Universitat de les Illes Balears']",81415
c07bd817-b505-4f74-8b01-35889ddb4c18,['Instituto Español de Oceanografía'],"['Spanish Ministry of Economy and Competiveness; Instituto Español de Oceanografía', 'Spanish Ministry of Economy and Competiveness; Instituto Español de Oceanografía', 'Spanish Ministry of Economy and Competiveness; Instituto Español de Oceanografía', 'Spanish Ministry of Economy and Competiveness; Instituto Español de Oceanografía', 'Spanish Ministry of Economy and Competiveness; Instituto Español de Oceanografía', 'Spanish Ministry of Economy and Competiveness; Instituto Español de Oceanografía', 'Spanish Ministry of Economy and Competiveness; Instituto Español de Oceanografía']",32369
4948203e-5c4f-4454-9e49-074f408afb9b,"['Hellenic Centre for Marine Research - Institute of Marine Biology, Biotechnology and Aquaculture']","['Hellenic Centre for Marine Research', 'Hellenic Centre for Marine Research', 'Hellenic Centre for Marine Research', 'Hellenic Centre for Marine Research', 'Hellenic Centre for Marine Research', 'Hellenic Centre for Marine Research']",33720
f3416b37-508f-45f0-a91f-165800611f4d,"['Vlaams Instituut voor de Zee', ""Institut Français de Recherche pour l'Exploitation de la Mer, IFREMER, Centre de Brest"", ""Laboratoire d'Océanologie et Geosciences - UMR 8187 - Centre National de la Recherche Scientifique - Université du Littoral Côte d'Opale - Université de Lille"", 'Université de Bretagne Occidentale', 'Bio-Littoral', 'Cellule De Suivi Du Littoral Normand', ""Groupe d'Etude des Milieux Estuariens et Littoraux; Groupe d'étude des milieux estuariens et littoraux Normandie"", ""Institut Universitaire Européen de la Mer; Laboratoire des Sciences de l'environment Marin"", 'National Natural History Museum Paris; Station de Biologie Marine de Concarneau', 'Université de La Rochelle; LIttoral ENvironnement et Sociétés  - UMR 7266']","['Cellule De Suivi Du Littoral Normand', ""Institut Universitaire Européen de la Mer; Laboratoire des Sciences de l'environment Marin"", 'Université de La Rochelle; LIttoral ENvironnement et Sociétés  - UMR 7266', ""Groupe d'Etude des Milieux Estuariens et Littoraux; Groupe d'étude des milieux estuariens et littoraux Normandie"", ""Université du Littoral Côte d'Opale; Laboratoire d'Océanologie et de Géosciences"", 'National Natural History Museum Paris; Station de Biologie Marine de Concarneau', 'Université de Bretagne Occidentale; Laboratory of Sciences of the Marine Environment CNRS-UMR6539', ""Institut Français de Recherche pour l'Exploitation de la Mer; Laboratoire Ressources Halieutiques D'Aquitaine"", 'Bio-Littoral', 'Flanders Marine Institute (VLIZ)', 'Flanders Marine Institute (VLIZ)']",31172
554826ea-46d5-433d-b2bb-f4000b37123c,"['Vlaams Instituut voor de Zee', 'Universiteit Gent, Marine Biology research group']","['Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie', 'Flanders Marine Institute (VLIZ)', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie Onderzoeksgroep Mariene Biologie']",1108
103a41ad-c2e8-4881-99c4-75bed7627ee4,['Institute of Marine Research'],"['Institute of Marine Research', 'Institute of Marine Research', 'Institute of Marine Research', 'Institute of Marine Research', 'Institute of Marine Research', 'Institute of Marine Research']",891
be61dad8-c6d9-49fa-a203-91898031c1a2,['Sveriges meteorologiska och hydrologiska institut'],"['Swedish Meteorological and Hydrological Institute', 'Swedish Meteorological and Hydrological Institute', 'Swedish Meteorological and Hydrological Institute']",1281
074dec19-0bf1-4570-bb58-7dc4716a093d,"['The Marine Biological Association of the United Kingdom', 'Plymouth Marine Laboratory']","['Plymouth Marine Laboratory', 'Plymouth Marine Laboratory', 'Plymouth Marine Laboratory', 'Plymouth Marine Laboratory', 'Marine Biological Association of the UK', 'Plymouth Marine Laboratory', 'Marine Biological Association of the UK']",1739
47e57568-0855-4a90-8fb8-3ecfd8a476a4,[' National Biodiversity Data Centre'],"['National Biodiversity Data Centre', 'National Biodiversity Data Centre', 'National Biodiversity Data Centre']",373
4b6cd9a9-a8eb-41dd-a08f-3283a2bed347,['Koninklijk Belgisch Instituut voor Natuurwetenschappen'],"['Koninklijk Belgisch Instituut voor Natuurwetenschappen', 'Koninklijk Belgisch Instituut voor Natuurwetenschappen', 'Koninklijk Belgisch Instituut voor Natuurwetenschappen', 'Koninklijk Belgisch Instituut voor Natuurwetenschappen']",17165
ba239315-1d4f-47aa-a398-5293782012fc,"['Vlaams Instituut voor de Zee', 'Universitat de Barcelona', 'Consejo Superior de Investigaciones Científicas; Institute of Marine Sciences']","['Universitat de Barcelona; Departament de Biologia Evolutiva, Ecologia i Ciències Ambientals', 'Universitat de Barcelona; Departament de Biologia Evolutiva, Ecologia i Ciències Ambientals', 'Consejo Superior de Investigaciones Científicas; Institute of Marine Sciences', 'Universitat de Barcelona; Departament de Biologia Evolutiva, Ecologia i Ciències Ambientals', 'Consejo Superior de Investigaciones Científicas; Institute of Marine Sciences', 'Universitat de Barcelona; Departament de Biologia Evolutiva, Ecologia i Ciències Ambientals', 'Consejo Superior de Investigaciones Científicas; Institute of Marine Sciences', 'Consejo Superior de Investigaciones Científicas; Institute of Marine Sciences', 'Universitat de Barcelona; Departament de Biologia Evolutiva, Ecologia i Ciències Ambientals', 'Consejo Superior de Investigaciones Científicas; Institute of Marine Sciences', 'Consejo Superior de Investigaciones Científicas; Institute of Marine Sciences', 'Consejo Superior de Investigaciones Científicas; Institute of Marine Sciences', 'Universitat de Barcelona; Departament de Biologia Evolutiva, Ecologia i Ciències Ambientals', 'Consejo Superior de Investigaciones Científicas; Institute of Marine Sciences', 'Universitat de Barcelona; Departament de Biologia Evolutiva, Ecologia i Ciències Ambientals', 'Flanders Marine Institute (VLIZ)']",4501
63bc35fe-a9ab-4cef-935a-56591fa0d91d,['Station Biologique de Roscoff'],"['Sorbonne Université; Sorbonne Université/CNRS, Station Biologique de Roscoff', 'Sorbonne Université; Sorbonne Université/CNRS, Station Biologique de Roscoff', 'Sorbonne Université; Sorbonne Université/CNRS, Station Biologique de Roscoff', 'Sorbonne Université; Sorbonne Université/CNRS, Station Biologique de Roscoff', 'Sorbonne Université; Sorbonne Université/CNRS, Station Biologique de Roscoff']",17520
5ee3369f-ecc2-455a-be34-34f71a4319da,"['Vlaamse overheid; Beleidsdomein Landbouw en Visserij; Instituut voor landbouw- , visserij en voedingsonderzoek; Kenniseenheid: Dier; Aquatisch Milieu en Kwaliteit']","['Vlaamse overheid; Beleidsdomein Landbouw en Visserij; Instituut voor landbouw- , visserij en voedingsonderzoek; Kenniseenheid: Dier; Aquatisch Milieu en Kwaliteit; Biologisch milieuonderzoeksgroep', 'Vlaamse overheid; Beleidsdomein Landbouw en Visserij; Instituut voor landbouw- , visserij en voedingsonderzoek; Kenniseenheid: Dier; Aquatisch Milieu en Kwaliteit; Biologisch milieuonderzoeksgroep', 'Vlaamse overheid; Beleidsdomein Landbouw en Visserij; Instituut voor landbouw- , visserij en voedingsonderzoek; Kenniseenheid: Dier; Aquatisch Milieu en Kwaliteit; Biologisch milieuonderzoeksgroep']",13125
33402693-a77d-443e-87a7-f9597315f76c,"['Vlaams Instituut voor de Zee', 'Université Libre de Bruxelles']","['Université Libre de Bruxelles', 'Flanders Marine Institute (VLIZ)', 'Flanders Marine Institute (VLIZ)']",3340
1a39366b-e99f-4c35-8465-20eed0a432be,"['Vlaams Instituut voor de Zee', 'Institut de Recherche pour le Développement', 'Department of Oceanography', 'Federal University of Paraiba; Department of Systematics and Ecology']","['Institut de Recherche pour le Développement', 'Department of Oceanography', 'Department of Oceanography', 'Department of Oceanography', 'Institut de Recherche pour le Développement', 'Federal University of Paraiba; Department of Systematics and Ecology', 'Flanders Marine Institute (VLIZ)', 'Flanders Marine Institute (VLIZ)']",2596
b3d74552-cfea-4c16-83ed-46f1c4260704,"['Duke University; Marine Geospatial Ecology Lab', 'Seaturtle.org', 'University of Pisa']","['University of Pisa', 'Seaturtle.org', 'Duke University; Marine Geospatial Ecology Lab', 'Duke University; Marine Geospatial Ecology Lab', 'University of Pisa']",62
a73554ec-814e-46e2-bd09-e1fd0224431b,"['Vlaams Instituut voor de Zee', 'National Academy of Sciences of Ukraine, O. O. Kovalevsky Institute of Biology of the Southern Seas', 'Ukrainian scientific center of Ecology of Sea']","['Ukrainian scientific center of Ecology of Sea', 'National Academy of Sciences of Ukraine; Institute of Biology of the Southern Seas', 'Flanders Marine Institute (VLIZ)', 'National Academy of Sciences of Ukraine; Institute of Biology of the Southern Seas']",447
a708668e-0b62-498b-abc7-35b4b05caf8c,"['Institute of Marine Research', 'Universidade dos Açores – Departamento de Oceanografia e Pescas']","['University of the Azores; Department of Oceanography and Fisheries', 'Institute of Marine Research', 'University of the Azores Department of Oceanography and Fisheries', 'University of the Azores; Department of Oceanography and Fisheries', 'University of the Azores; Department of Oceanography and Fisheries']",3795
4f1bd082-01de-43af-9faa-510eb483bdc0,"['Vlaams Instituut voor de Zee', 'National Academy of Sciences of Ukraine, O. O. Kovalevsky Institute of Biology of the Southern Seas', 'Lomonosov Moscow State University']","['National Academy of Sciences of Ukraine; Institute of Biology of the Southern Seas; Odessa Branch', 'Lomonosov Moscow State University', 'National Academy of Sciences of Ukraine; Institute of Biology of the Southern Seas; Odessa Branch', 'Flanders Marine Institute (VLIZ)']",140
5db35580-0f57-48c4-b4c0-4fd82bd9cf31,"['Vlaams Instituut voor de Zee', 'National Academy of Sciences of Ukraine, O. O. Kovalevsky Institute of Biology of the Southern Seas', 'Ukrainian scientific center of Ecology of Sea']","['Ukrainian scientific center of Ecology of Sea', 'National Academy of Sciences of Ukraine; Institute of Biology of the Southern Seas', 'Flanders Marine Institute (VLIZ)', 'National Academy of Sciences of Ukraine; Institute of Biology of the Southern Seas']",2245
3f871238-07df-4757-a790-aeb866ba9eed,"['Vlaams Instituut voor de Zee', 'Consejo Superior de Investigaciones Científicas; Instituto de Investigaciones Marinas de Vigo', 'Fraunhofer AICOS', 'University of Algarve; Faculty of Marine and Environmental Sciences; Centre of Marine Sciences', 'University of Porto; Interdisciplinary Centre for Marine and Environmental Research (Porto)']","['University of Porto; Interdisciplinary Centre for Marine and Environmental Research (Porto)', 'University of Porto; Interdisciplinary Centre for Marine and Environmental Research (Porto)', 'University of Porto; Interdisciplinary Centre for Marine and Environmental Research (Porto)', 'Fraunhofer AICOS', 'University of Porto; Interdisciplinary Centre for Marine and Environmental Research (Porto)', 'University of Porto; Interdisciplinary Centre for Marine and Environmental Research (Porto)', 'University of Porto; Interdisciplinary Centre for Marine and Environmental Research (Porto)', 'Consejo Superior de Investigaciones Científicas; Instituto de Investigaciones Marinas de Vigo', 'University of Porto; Interdisciplinary Centre for Marine and Environmental Research (Porto)', 'University of Algarve; Faculty of Marine and Environmental Sciences; Centre of Marine Sciences', 'University of Porto; Interdisciplinary Centre for Marine and Environmental Research (Porto)', 'Flanders Marine Institute (VLIZ)', 'University of Porto; Interdisciplinary Centre for Marine and Environmental Research (Porto)', 'University of Porto; Interdisciplinary Centre for Marine and Environmental Research (Porto)', 'University of Algarve; Faculty of Marine and Environmental Sciences; Centre of Marine Sciences']",3195
c4b97a90-db88-43c6-9bab-d45298213475,"['Vlaams Instituut voor de Zee', 'Lomonosov Moscow State University', 'Moscow State University; Department of Hydrobiology']","['Moscow State University; Department of Hydrobiology', 'Lomonosov Moscow State University', 'Moscow State University; Department of Hydrobiology', 'Flanders Marine Institute (VLIZ)']",36
0077bf56-535b-4981-8dfe-5d84a508e847,"['Vlaams Instituut voor de Zee', 'Universiteit Gent, Marine Biology research group', 'Kenya Marine and Fisheries Research Institute']","['Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie Onderzoeksgroep Mariene Biologie', 'Vlaams Instituut voor de Zee', 'Kenya Marine and Fisheries Research Institute Mombasa Centre', 'Vlaams Instituut voor de Zee', 'Kenya Marine and Fisheries Research Institute']",3769
1db8529d-d3b2-41f0-8372-18e99366e7f4,"['Vlaams Instituut voor de Zee', 'Universiteit Gent, Marine Biology research group']","['Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie Onderzoeksgroep Mariene Biologie', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie', 'Flanders Marine Institute (VLIZ)', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie Onderzoeksgroep Mariene Biologie']",3529
0931cc57-5428-407a-9c27-f136147aa9f8,"['Vlaams Instituut voor de Zee', 'National Research and Development Institute for Marine Geology and Geoecology']","['National Research and Development Institute for Marine Geology and Geoecology', 'National Research and Development Institute for Marine Geology and Geoecology', 'Flanders Marine Institute (VLIZ)']",112
ba60e7b1-ca45-40e1-8de3-c9a70e25f8a3,"['Vlaams Instituut voor de Zee', 'National Institute for Marine Research and Development ""Grigore Antipa""']","['National Institute for Marine Research and Development ""Grigore Antipa""', 'National Institute for Marine Research and Development ""Grigore Antipa""', 'National Institute for Marine Research and Development ""Grigore Antipa""', 'National Institute for Marine Research and Development ""Grigore Antipa""', 'National Institute for Marine Research and Development ""Grigore Antipa""', 'Flanders Marine Institute (VLIZ)']",2070
f2e987fc-8516-46e5-9b9e-8c8761e1f997,"['Vlaams Instituut voor de Zee', 'Universiteit Gent, Marine Biology research group']","['Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie Onderzoeksgroep Mariene Biologie', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie', 'Flanders Marine Institute (VLIZ)', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie']",7521
12381619-5331-4665-8abf-df4bf4763e9a,"['Deltares', 'Wageningen Marine Research']","['Wageningen University and Research Centre; Wageningen Marine Research', 'Wageningen University and Research Centre; Wageningen Marine Research', 'Deltares']",87309
123d29bb-977b-4ea3-9c58-46cf79ed1523,"['Vlaams Instituut voor de Zee', 'Universiteit Gent, Marine Biology research group', 'Federale Diensten voor Wetenschappelijke, Technische en Culturele Aangelegenheden']","['Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie Onderzoeksgroep Mariene Biologie', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie', 'Flanders Marine Institute (VLIZ)', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie', 'Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie Onderzoeksgroep Mariene Biologie', 'Federale Diensten voor Wetenschappelijke, Technische en Culturele Aangelegenheden']",2848
